Timestamp[s],Druck_links[N/mm2],Druck_rechts[N/mm2],Kraft_links[N],Kraft_rechts[N],Thermocouple_WS[°C],Waermestromsensor[µV],Weg_links[mm],Weg_rechts[mm]
9.594485170794087e-07,0.015934518520877624,0.06444147737843256,6.542087078094482,26.457138061523438,219.2617950439453,4518.90283203125,9.17479419708252,14.640837669372559
0.20000096894800734,0.01600409277171313,0.12956200055999162,6.570651531219482,53.19306564331055,219.2632293701172,4700.77490234375,5.826595783233643,11.80838680267334
0.4000009784474976,0.021932074689593326,0.21745140347638264,9.004447937011719,89.2770004272461,219.28341674804688,5216.609375,2.538238048553467,10.359734535217285
0.6000009879469879,0.09791972791090844,0.26418452439349444,40.20199203491211,108.46378326416016,219.32159423828125,5717.388671875,-0.19915303587913513,10.004961013793945
0.8000009974464781,0.19482628079402486,0.27789972024676596,79.9880142211914,114.0947036743164,219.35147094726562,5978.34619140625,-1.5489602088928223,10.006264686584473
1.0000010069459684,0.23746903413029882,0.2793032097950037,97.49545288085938,114.6709213256836,219.3645477294922,6061.953125,-1.8655461072921753,10.025296211242676
1.2000010164454586,0.2420376503541662,0.27871771943146895,99.37114715576172,114.4305419921875,219.36744689941406,6072.83251953125,-1.863997220993042,10.024028778076172
1.400001025944949,0.23808334651921978,0.27836704216450403,97.74766540527344,114.28656768798828,219.35877990722656,6057.9736328125,-1.8497544527053833,10.021003723144531
1.6000010354444392,0.2352798238358466,0.27818035869124186,96.59664916992188,114.20992279052734,219.34036254882812,6031.21826171875,-1.8533474206924438,10.020708084106445
1.8000010449439294,0.23182762904405602,0.276873332801147,95.17931365966797,113.67330932617188,219.32101440429688,5999.80224609375,-1.857460856437683,10.021164894104004
2.0000010544434197,0.18807488394739041,0.2365012942102239,77.21615600585938,97.09813690185547,219.30316162109375,5951.72607421875,-1.8461203575134277,10.032389640808105
2.20000106394291,0.09031019288870436,0.12728017326068788,37.077816009521484,52.2562370300293,219.28189086914062,5784.6630859375,-1.7529336214065552,10.090158462524414
2.4000010734424,0.04892524407583175,0.07520352595587237,20.086782455444336,30.875612258911133,219.24205017089844,5645.810546875,-1.7065619230270386,10.123775482177734
2.6000010829418905,0.06877769163261202,0.09533490697916003,28.237417221069336,39.14076614379883,219.19505310058594,5672.0087890625,-1.7633174657821655,10.103694915771484
2.8000010924413807,0.088137846545276,0.11708260247089282,36.185935974121094,48.069515228271484,219.1658477783203,5717.7001953125,-1.8101757764816284,10.083230018615723
3.000001101940871,0.09401543056875006,0.12359633375100465,38.59904098510742,50.743797302246094,219.1641082763672,5718.92529296875,-1.821664810180664,10.07773494720459
3.2000011114403613,0.09501093329084108,0.12445296671441679,39.007755279541016,51.095497131347656,219.16485595703125,5699.1044921875,-1.8206342458724976,10.078142166137695
3.4000011209398515,0.09643973270276421,0.12567246730498302,39.594364166259766,51.59617614746094,219.14602661132812,5679.5087890625,-1.8199524879455566,10.078705787658691
3.600001130439342,0.09908377722890706,0.1272674532888137,40.67990493774414,52.251014709472656,219.1189422607422,5666.16845703125,-1.821001648902893,10.078727722167969
3.800001139938832,0.10233556510078969,0.12825769705978654,42.01496124267578,52.657569885253906,219.09910583496094,5657.20361328125,-1.8225207328796387,10.07862663269043
4.000001149438322,0.10571984880826449,0.12889369565349518,43.404415130615234,52.91868591308594,219.08518981933594,5648.4228515625,-1.8242771625518799,10.078617095947266
4.200001158937813,0.10817270351610576,0.12940632259888732,44.411460876464844,53.129150390625,219.07229614257812,5638.3564453125,-1.8258402347564697,10.078607559204102
4.400001168437303,0.11074855821494069,0.12979216794002593,45.4690055847168,53.28756332397461,219.0640411376953,5625.34912109375,-1.8279720544815063,10.078618049621582
4.600001177936793,0.11432431977514226,0.1300911662562501,46.93707275390625,53.41032028198242,219.05685424804688,5609.14208984375,-1.8311535120010376,10.078587532043457
4.800001187436283,0.1180517361059284,0.13033893161052088,48.467403411865234,53.51204299926758,219.0497283935547,5593.20361328125,-1.8346521854400635,10.078566551208496
5.000001196935774,0.1200646507492918,0.13049001031225502,49.293827056884766,53.57406997680664,219.04270935058594,5579.71875,-1.8366999626159668,10.078531265258789
5.200001206435264,0.12078469035512746,0.13063608093156392,49.589447021484375,53.63404083251953,219.03665161132812,5569.00732421875,-1.8375803232192993,10.078483581542969
5.400001215934754,0.12170645626436717,0.13104385405475005,49.96788787841797,53.801456451416016,219.03262329101562,5559.09912109375,-1.839194416999817,10.078418731689453
5.600001225434244,0.12246324348799854,0.13155465987926027,50.278594970703125,54.011173248291016,219.0283966064453,5549.95703125,-1.8414572477340698,10.078364372253418
5.800001234933735,0.12257491722207867,0.13193087000430428,50.32444381713867,54.16563034057617,219.0195770263672,5541.8837890625,-1.8433157205581665,10.078396797180176
6.000001244433225,0.12230874553889429,0.13218473053866964,50.21516418457031,54.26985549926758,219.01283264160156,5531.2509765625,-1.844933271408081,10.078468322753906
6.200001253932715,0.12199901561747313,0.13238403177804217,50.0880012512207,54.351680755615234,219.00979614257812,5516.20751953125,-1.8465129137039185,10.07845401763916
6.400001263432205,0.12175112018313937,0.13256148885826483,49.98622512817383,54.424537658691406,219.00743103027344,5500.349609375,-1.8477617502212524,10.078399658203125
6.600001272931696,0.12179430676405328,0.13283727717467766,50.00395584106445,54.53776550292969,219.0000457763672,5486.51513671875,-1.8488435745239258,10.078378677368164
6.800001282431186,0.12241672128261215,0.1333649004930464,50.25949478149414,54.75438690185547,218.9941864013672,5474.5791015625,-1.8504548072814941,10.078422546386719
